S.N,Date,Open,High,Low,Close,per_change,Qty,Turnover,EPS,PE
941.0,2021-02-17,930.00,935.00,911.00,923.00,-0.11,"2,05,348.00","18,91,19,982.00",35.73,25.8326336411979
942.0,2021-02-16,930.00,940.00,911.00,924.00,0.76,"3,63,939.00","33,67,65,156.00",35.73,25.8606213266163
943.0,2021-02-15,890.00,921.00,886.00,917.00,4.56,"4,48,841.00","40,69,03,392.00",35.73,25.6647075286874
944.0,2021-02-14,900.00,900.00,875.00,877.00,-1.35,"1,71,612.00","15,21,98,279.00",35.73,24.5452001119507
945.0,2021-02-11,888.00,920.00,880.00,889.00,0.57,"2,30,138.00","20,67,67,415.00",35.73,24.8810523369717
946.0,2021-02-10,888.00,895.00,878.00,884.00,-0.45,"1,08,250.00","9,57,73,858.00",35.73,24.7411139098797
947.0,2021-02-09,900.00,905.00,880.00,888.00,-0.11,"2,56,674.00","22,91,62,568.00",35.73,24.8530646515533
948.0,2021-02-08,880.00,899.00,874.00,889.00,1.72,"2,30,184.00","20,48,97,108.00",35.73,24.8810523369717
949.0,2021-02-07,877.00,880.00,869.00,874.00,-0.34,"1,24,789.00","10,90,51,358.00",35.73,24.4612370556955
950.0,2021-02-04,882.00,882.00,870.00,877.00,-0.57,"1,39,753.00","12,21,79,919.00",35.73,24.5452001119507
951.0,2021-02-03,850.00,915.00,850.00,882.00,-0.68,"1,57,512.00","13,98,31,827.00",35.73,24.6851385390428
952.0,2021-02-02,899.00,899.00,861.00,888.00,3.62,"1,88,825.00","16,56,23,996.00",35.73,24.8530646515533
953.0,2021-02-01,877.00,877.00,855.00,857.00,-0.35,"2,06,175.00","17,75,59,080.00",35.73,23.9854464035824
954.0,2021-01-31,875.00,880.00,858.00,860.00,-1.71,"3,56,920.00","30,87,20,078.00",35.73,24.0694094598377
955.0,2021-01-28,892.00,895.00,868.00,875.00,-2.02,"3,25,484.00","28,60,09,671.00",35.73,24.4892247411139
956.0,2021-01-27,902.00,902.00,888.00,893.00,-0.78,"1,58,020.00","14,14,76,515.00",35.73,24.9930030786454
957.0,2021-01-26,909.00,915.00,897.00,900.00,-0.77,"1,54,147.00","13,92,52,770.00",35.73,25.1889168765743
958.0,2021-01-25,929.00,929.00,880.00,907.00,2.49,"3,30,776.00","29,76,41,533.00",35.73,25.3848306745032
959.0,2021-01-24,899.00,905.00,880.00,885.00,-0.23,"2,34,231.00","20,82,06,323.00",35.73,24.7691015952981
960.0,2021-01-21,890.00,901.00,885.00,887.00,-0.22,"1,81,625.00","16,16,35,844.00",35.73,24.8250769661349
961.0,2021-01-20,905.00,905.00,885.00,889.00,-1.22,"2,05,128.00","18,28,67,884.00",35.73,24.8810523369717
962.0,2021-01-19,951.00,951.00,895.00,900.00,-0.66,"2,23,860.00","20,20,01,414.00",35.73,25.1889168765743
963.0,2021-01-18,902.00,935.00,896.00,906.00,0.55,"2,23,189.00","20,24,42,747.00",35.73,25.3568429890848
964.0,2021-01-17,925.00,925.00,896.00,901.00,-1.21,"2,54,035.00","22,90,24,879.00",35.73,25.2169045619927
965.0,2021-01-13,925.00,936.00,907.00,912.00,-0.65,"1,74,132.00","15,93,86,980.00",42.14,21.6421452301851
966.0,2021-01-12,930.00,950.00,907.00,918.00,0.33,"1,35,414.00","12,38,33,420.00",42.14,21.7845277645942
967.0,2021-01-11,945.00,963.00,912.00,915.00,-1.29,"1,76,512.00","16,30,09,521.00",42.14,21.7133364973897
968.0,2021-01-10,910.00,935.00,910.00,927.00,2.09,"1,94,033.00","17,94,25,191.00",42.14,21.9981015662079
969.0,2021-01-07,893.00,916.00,890.00,908.00,1.79,"2,50,027.00","22,61,00,607.00",42.14,21.547223540579
970.0,2021-01-06,898.00,899.00,882.00,892.00,1.02,"1,10,605.00","9,82,68,937.00",42.14,21.1675367821547
971.0,2021-01-05,890.00,899.00,880.00,883.00,-1.01,"1,84,653.00","16,39,77,774.00",42.14,20.9539629805411
972.0,2021-01-04,908.00,913.00,885.00,892.00,-0.78,"2,34,042.00","21,05,70,290.00",42.14,21.1675367821547
973.0,2021-01-03,895.00,908.00,892.00,899.00,1.93,"3,04,366.00","27,37,96,779.00",42.14,21.3336497389654
974.0,2020-12-31,875.00,898.00,870.00,882.00,1.38,"3,04,296.00","27,00,11,444.00",42.14,20.9302325581395
975.0,2020-12-30,842.00,881.00,835.00,870.00,3.33,"3,70,286.00","32,23,65,443.00",42.14,20.6454674893213
976.0,2020-12-29,854.00,863.00,840.00,842.00,-1.41,"1,76,925.00","15,06,59,167.00",42.14,19.9810156620788
977.0,2020-12-28,809.00,854.00,801.00,854.00,5.43,"3,59,860.00","30,06,68,927.00",42.14,20.265780730897
978.0,2020-12-27,827.00,836.00,805.00,810.00,-2.06,"3,29,040.00","26,85,46,584.00",42.14,19.2216421452302
979.0,2020-12-24,863.00,863.00,813.00,827.00,-2.93,"3,90,680.00","32,25,53,517.00",42.14,19.625059326056
980.0,2020-12-23,896.00,920.00,825.00,852.00,-0.23,"3,81,481.00","33,03,72,542.00",42.14,20.218319886094
981.0,2020-12-22,815.00,854.00,814.00,854.00,9.91,"5,55,811.00","46,81,34,172.00",42.14,20.265780730897
982.0,2020-12-21,707.00,777.00,699.00,777.00,9.9,"6,05,883.00","44,80,81,210.00",42.14,18.4385382059801
983.0,2020-12-20,690.00,749.00,671.00,707.00,2.46,"6,74,434.00","47,97,39,945.00",42.14,16.7774086378738
984.0,2020-12-17,665.00,699.00,665.00,690.00,3.14,"3,49,388.00","23,86,11,164.00",42.14,16.3739914570479
985.0,2020-12-16,700.00,700.00,665.00,669.00,-0.45,"1,70,003.00","11,39,45,815.00",42.14,15.875652586616
986.0,2020-12-15,680.00,680.00,667.00,672.00,0.75,"2,84,988.00","19,19,74,002.00",42.14,15.9468438538206
987.0,2020-12-14,663.00,673.00,648.00,667.00,2.62,"3,37,934.00","22,35,04,525.00",42.14,15.828191741813
988.0,2020-12-13,620.00,652.00,620.00,650.00,5.52,"2,36,248.00","15,10,67,309.00",42.14,15.4247745609872
989.0,2020-12-10,612.00,621.00,608.00,616.00,0.65,"1,04,431.00","6,43,88,391.00",42.14,14.6179401993355
990.0,2020-12-09,625.00,626.00,611.00,612.00,-2.24,"1,27,221.00","7,85,68,575.00",42.14,14.5230185097295
991.0,2020-12-08,664.00,664.00,625.00,626.00,-1.11,"1,28,039.00","8,07,47,408.00",42.14,14.8552444233507
992.0,2020-12-07,623.00,636.00,620.00,633.00,1.61,"1,48,276.00","9,31,58,756.00",42.14,15.0213573801614
993.0,2020-12-06,632.00,644.00,623.00,623.00,-3.26,"1,58,242.00","10,01,57,792.00",42.14,14.7840531561462
994.0,2020-12-03,660.00,660.00,637.00,644.00,-1.38,"1,41,764.00","9,17,00,630.00",42.14,15.2823920265781
995.0,2020-12-02,635.00,688.00,630.00,653.00,3.32,"1,99,988.00","12,97,55,038.00",42.14,15.4959658281917
996.0,2020-12-01,646.00,655.00,630.00,632.00,-2.32,"1,70,189.00","10,84,30,082.00",42.14,14.9976269577598
997.0,2020-11-30,680.00,692.00,644.00,647.00,-1.97,"1,93,860.00","12,81,46,664.00",42.14,15.3535832937826
998.0,2020-11-29,638.00,678.00,626.00,660.00,5.77,"3,11,229.00","20,09,99,777.00",42.14,15.6620787850024
999.0,2020-11-26,648.00,650.00,623.00,624.00,-1.58,"2,35,735.00","14,93,33,909.00",42.14,14.8077835785477
1000.0,2020-11-25,610.00,640.00,605.00,634.00,8.91,"3,09,672.00","19,29,96,761.00",42.14,15.0450878025629
1001.0,2020-11-24,720.00,720.00,687.00,697.00,1.46,"5,38,774.00","37,33,86,505.00",42.14,16.5401044138586
1002.0,2020-11-23,695.00,699.00,686.00,687.00,-0.58,"2,14,571.00","14,79,75,808.00",42.14,16.3028001898434
1003.0,2020-11-22,674.00,694.00,671.00,691.00,3.13,"2,59,501.00","17,80,25,620.00",42.14,16.3977218794495
1004.0,2020-11-19,675.00,683.00,664.00,670.00,0.0,"2,32,275.00","15,60,80,501.00",42.14,15.8993830090176
1005.0,2020-11-18,649.00,675.00,644.00,670.00,4.04,"2,74,516.00","18,12,27,572.00",42.14,15.8993830090176
1006.0,2020-11-12,650.00,650.00,635.00,644.00,0.31,"2,12,901.00","13,71,76,113.00",42.14,15.2823920265781
1007.0,2020-11-11,620.00,645.00,620.00,642.00,3.72,"2,46,848.00","15,65,90,427.00",42.14,15.234931181775
1008.0,2020-11-10,620.00,624.00,617.00,619.00,0.16,"95,856.00","5,94,88,516.00",42.14,14.6891314665401
1009.0,2020-11-09,622.00,623.00,617.00,618.00,-0.16,"66,336.00","4,10,74,321.00",42.14,14.6654010441386
1010.0,2020-11-08,620.00,622.00,617.00,619.00,0.16,"78,936.00","4,87,95,948.00",42.14,14.6891314665401
1011.0,2020-11-05,620.00,621.00,616.00,618.00,-0.16,"86,880.00","5,36,70,034.00",42.14,14.6654010441386
1012.0,2020-11-04,620.00,621.00,615.00,619.00,0.0,"61,952.00","3,83,99,020.00",42.14,14.6891314665401
1013.0,2020-11-03,618.00,623.00,615.00,619.00,0.16,"1,34,689.00","8,34,48,967.00",42.14,14.6891314665401
1014.0,2020-11-02,618.00,624.00,617.00,618.00,-0.64,"1,09,064.00","6,76,05,201.00",42.14,14.6654010441386
1015.0,2020-11-01,620.00,629.00,613.00,622.00,0.32,"1,73,339.00","10,77,46,680.00",42.14,14.7603227337447
1016.0,2020-10-29,625.00,629.00,617.00,620.00,0.49,"1,90,125.00","11,81,99,396.00",42.14,14.7128618889416
1017.0,2020-10-28,610.00,618.00,605.00,617.00,1.98,"1,39,393.00","8,54,20,572.00",42.14,14.6416706217371
1018.0,2020-10-22,615.00,615.00,600.00,605.00,0.0,"1,62,894.00","9,85,69,835.00",42.14,14.3569055529188
1019.0,2020-10-21,610.00,634.00,602.00,605.00,4.13,"3,99,513.00","24,29,57,807.00",42.14,14.3569055529188
1020.0,2020-10-20,580.00,582.00,575.00,581.00,0.69,"35,260.00","2,03,98,867.00",42.14,13.7873754152824
1021.0,2020-10-19,575.00,579.00,574.00,577.00,0.87,"17,751.00","1,02,18,697.00",42.14,13.6924537256763
1022.0,2020-10-18,585.00,585.00,572.00,572.00,-1.04,"28,061.00","1,61,25,361.00",42.14,13.5738016136687
1023.0,2020-10-15,607.00,607.00,577.00,578.00,-0.17,"40,608.00","2,35,00,343.00",32.12,17.9950186799502
1024.0,2020-10-14,587.00,587.00,575.00,579.00,0.0,"32,158.00","1,85,76,483.00",32.12,18.0261519302615
1025.0,2020-10-13,585.00,591.00,578.00,579.00,-0.17,"49,233.00","2,85,71,498.00",32.12,18.0261519302615
1026.0,2020-10-12,580.00,587.00,575.00,580.00,1.05,"87,414.00","5,08,11,628.00",32.12,18.0572851805729
1027.0,2020-10-11,575.00,582.00,571.00,574.00,0.17,"73,636.00","4,24,95,821.00",32.12,17.8704856787049
1028.0,2020-10-08,582.00,589.00,571.00,573.00,-0.35,"52,226.00","3,01,06,899.00",32.12,17.8393524283935
1029.0,2020-10-07,576.00,577.00,572.00,575.00,0.17,"66,003.00","3,79,01,911.00",32.12,17.9016189290162
1030.0,2020-10-06,580.00,580.00,574.00,574.00,-0.52,"42,913.00","2,47,11,183.00",32.12,17.8704856787049
1031.0,2020-10-05,589.00,589.00,577.00,577.00,-0.52,"54,309.00","3,14,60,298.00",32.12,17.9638854296389
1032.0,2020-10-04,579.00,588.00,579.00,580.00,0.17,"66,773.00","3,89,08,296.00",32.12,18.0572851805729
1033.0,2020-10-01,575.00,582.00,571.00,579.00,1.4,"73,645.00","4,24,85,200.00",32.12,18.0261519302615
1034.0,2020-09-30,601.00,601.00,569.00,571.00,-0.35,"60,813.00","3,47,12,402.00",32.12,17.7770859277709
1035.0,2020-09-29,579.00,579.00,570.00,573.00,-1.04,"58,385.00","3,35,67,560.00",32.12,17.8393524283935
1036.0,2020-09-28,584.00,584.00,578.00,579.00,-0.17,"46,486.00","2,69,26,505.00",32.12,18.0261519302615
1037.0,2020-09-27,607.00,607.00,575.00,580.00,0.17,"48,614.00","2,81,76,460.00",32.12,18.0572851805729
1038.0,2020-09-24,606.00,606.00,576.00,579.00,0.17,"37,060.00","2,14,11,162.00",32.12,18.0261519302615
1039.0,2020-09-23,573.00,581.00,572.00,578.00,0.17,"33,384.00","1,93,00,947.00",32.12,17.9950186799502
1040.0,2020-09-22,590.00,590.00,576.00,577.00,-2.04,"72,466.00","4,20,30,248.00",32.12,17.9638854296389
1041.0,2020-09-21,610.00,610.00,584.00,589.00,-0.51,"54,931.00","3,23,30,319.00",32.12,18.3374844333748
1042.0,2020-09-20,598.00,604.00,591.00,592.00,0.34,"81,497.00","4,85,43,911.00",32.12,18.4308841843088
1043.0,2020-09-17,580.00,593.00,577.00,590.00,1.9,"1,15,847.00","6,79,76,260.00",32.12,18.3686176836862
1044.0,2020-09-16,581.00,582.00,575.00,579.00,-0.34,"43,649.00","2,52,94,614.00",32.12,18.0261519302615
1045.0,2020-09-15,587.00,590.00,580.00,581.00,-1.36,"46,177.00","2,69,35,587.00",32.12,18.0884184308842
1046.0,2020-09-14,594.00,595.00,584.00,589.00,0.34,"70,052.00","4,13,00,654.00",32.12,18.3374844333748
1047.0,2020-09-13,576.00,587.00,574.00,587.00,1.91,"93,975.00","5,44,54,975.00",32.12,18.2752179327522
1048.0,2020-09-10,580.00,586.00,576.00,576.00,-0.17,"48,020.00","2,77,84,179.00",32.12,17.9327521793275
1049.0,2020-09-09,577.00,582.00,571.00,577.00,-0.35,"62,944.00","3,62,11,349.00",32.12,17.9638854296389
1050.0,2020-09-08,575.00,582.00,570.00,579.00,0.35,"49,349.00","2,84,20,867.00",32.12,18.0261519302615
1051.0,2020-09-07,591.00,592.00,576.00,577.00,-1.87,"72,833.00","4,23,01,810.00",32.12,17.9638854296389
1052.0,2020-09-06,624.00,624.00,582.00,588.00,-1.18,"1,14,541.00","6,80,01,260.00",32.12,18.3063511830635
1053.0,2020-09-03,611.00,611.00,588.00,595.00,-0.67,"68,906.00","4,10,55,799.00",32.12,18.5242839352428
1054.0,2020-09-02,598.00,604.00,592.00,599.00,1.7,"1,92,770.00","11,52,80,845.00",32.12,18.6488169364882
1055.0,2020-08-31,590.00,600.00,581.00,589.00,1.38,"1,69,903.00","9,99,48,299.00",32.12,18.3374844333748
1056.0,2020-08-30,584.00,587.00,579.00,581.00,-1.19,"44,108.00","2,56,97,993.00",32.12,18.0884184308842
1057.0,2020-08-27,600.00,600.00,586.00,588.00,-0.34,"1,40,837.00","8,31,47,088.00",32.12,18.3063511830635
1058.0,2020-08-26,579.00,600.00,577.00,590.00,2.43,"1,76,951.00","10,40,96,076.00",32.12,18.3686176836862
1059.0,2020-08-25,574.00,581.00,573.00,576.00,0.35,"94,522.00","5,45,60,311.00",32.12,17.9327521793275
1060.0,2020-08-24,570.00,579.00,568.00,574.00,1.59,"99,698.00","5,71,14,758.00",32.12,17.8704856787049
1061.0,2020-08-23,558.00,571.00,557.00,565.00,0.89,"23,761.00","1,33,55,996.00",32.12,17.5902864259029
1062.0,2020-08-20,554.00,564.00,554.00,560.00,1.08,"15,745.00","88,02,927.00",32.12,17.4346201743462
1063.0,2020-08-19,555.00,563.00,553.00,554.00,-1.95,"59,039.00","3,29,37,891.00",32.12,17.2478206724782
1064.0,2020-08-18,566.00,570.00,562.00,565.00,-0.18,"43,780.00","2,47,78,667.00",32.12,17.5902864259029
1065.0,2020-08-17,569.00,569.00,562.00,566.00,0.0,"37,723.00","2,13,24,794.00",32.12,17.6214196762142
1066.0,2020-08-16,575.00,575.00,560.00,566.00,-1.91,"71,817.00","4,07,10,911.00",32.12,17.6214196762142
1067.0,2020-08-13,570.00,583.00,570.00,577.00,0.52,"1,20,252.00","6,93,27,182.00",32.12,17.9638854296389
1068.0,2020-08-12,580.00,580.00,564.00,574.00,0.35,"67,657.00","3,87,50,468.00",32.12,17.8704856787049
1069.0,2020-08-11,576.00,582.00,570.00,572.00,-0.35,"74,503.00","4,28,42,248.00",32.12,17.8082191780822
1070.0,2020-08-10,556.00,576.00,550.00,574.00,3.8,"1,28,478.00","7,25,88,920.00",32.12,17.8704856787049
1071.0,2020-08-09,548.00,555.00,538.00,553.00,0.91,"49,047.00","2,68,24,170.00",32.12,17.2166874221669
1072.0,2020-08-06,545.00,551.00,537.00,548.00,-0.36,"73,572.00","3,99,61,020.00",32.12,17.0610211706102
1073.0,2020-08-05,549.00,553.00,542.00,550.00,-1.08,"89,373.00","4,88,83,304.00",32.12,17.1232876712329
1074.0,2020-08-03,550.00,560.00,544.00,556.00,0.72,"93,087.00","5,15,51,768.00",32.12,17.3100871731009
1075.0,2020-08-02,566.00,566.00,552.00,552.00,-3.16,"1,25,621.00","6,99,26,352.00",32.12,17.1855541718555
1076.0,2020-07-30,570.00,577.00,565.00,570.00,0.0,"89,310.00","5,09,44,684.00",32.12,17.7459526774595
1077.0,2020-07-29,577.00,579.00,570.00,570.00,-1.72,"1,55,181.00","8,88,24,144.00",32.12,17.7459526774595
1078.0,2020-07-28,585.00,592.00,579.00,580.00,-1.36,"96,294.00","5,62,70,044.00",32.12,18.0572851805729
1079.0,2020-07-27,600.00,605.00,586.00,588.00,-1.01,"1,01,036.00","6,00,92,796.00",32.12,18.3063511830635
1080.0,2020-07-26,585.00,598.00,580.00,594.00,2.59,"1,46,673.00","8,61,86,248.00",32.12,18.4931506849315
1081.0,2020-07-23,580.00,582.00,569.00,579.00,-0.17,"1,02,536.00","5,89,64,872.00",32.12,18.0261519302615
1082.0,2020-07-22,587.00,600.00,578.00,580.00,-1.19,"1,21,795.00","7,13,04,520.00",32.12,18.0572851805729
1083.0,2020-07-21,600.00,604.00,580.00,587.00,-1.34,"1,93,137.00","11,44,25,616.00",32.12,18.2752179327522
1084.0,2020-07-20,658.00,671.00,584.00,595.00,-5.1,"2,88,033.00","17,48,73,312.00",32.12,18.5242839352428
1085.0,2020-07-19,581.00,627.00,581.00,627.00,10.0,"1,111.00","6,88,541.00",32.12,19.5205479452055
1086.0,2020-07-16,563.00,571.00,557.00,570.00,3.07,"1,00,312.00","5,68,21,672.00",32.12,17.7459526774595
1087.0,2020-07-15,540.00,555.00,539.00,553.00,3.75,"1,89,465.00","10,40,25,576.00",34.68,15.9457900807382
1088.0,2020-07-14,541.00,541.00,518.00,533.00,3.29,"90,120.00","4,76,42,408.00",34.68,15.3690888119954
1089.0,2020-07-13,510.00,518.00,509.00,516.00,1.18,"91,574.00","4,71,52,176.00",34.68,14.878892733564
1090.0,2020-07-12,511.00,515.00,506.00,510.00,1.59,"88,061.00","4,48,75,952.00",34.68,14.7058823529412
1091.0,2020-07-09,502.00,509.00,496.00,502.00,-0.59,"69,253.00","3,48,28,596.00",34.68,14.4752018454441
1092.0,2020-07-08,503.00,515.00,500.00,505.00,-0.98,"35,217.00","1,78,68,522.00",34.68,14.5617070357555
1093.0,2020-07-07,499.00,517.00,499.00,510.00,2.2,"72,828.00","3,71,11,024.00",34.68,14.7058823529412
1094.0,2020-07-06,491.00,500.00,480.00,499.00,1.84,"35,198.00","1,73,67,168.00",34.68,14.3886966551326
1095.0,2020-07-05,480.00,502.00,472.00,490.00,1.03,"64,804.00","3,16,00,816.00",34.68,14.1291810841984
1096.0,2020-07-02,530.00,530.00,473.00,485.00,-7.62,"44,886.00","2,18,32,356.00",34.68,13.9850057670127
1097.0,2020-07-01,514.00,534.00,514.00,525.00,3.75,"33,967.00","1,78,74,578.00",34.68,15.1384083044983
1098.0,2020-06-30,462.00,510.00,462.00,506.00,7.89,"10,579.00","52,19,061.00",34.68,14.5905420991926
1099.0,2020-06-29,459.00,459.00,422.00,469.00,-4.27,"75,742.00","3,29,27,742.00",34.68,13.5236447520185
1100.0,2020-05-13,473.00,473.00,468.00,468.00,-2.9,60.00,"28,130.00",34.68,13.4948096885813
1101.0,2020-05-12,487.00,487.00,482.00,482.00,-2.82,95.00,"45,840.00",34.68,13.8985005767013
1102.0,2020-03-22,500.00,510.00,488.00,496.00,-2.55,"22,489.00","1,11,39,985.00",41.61,11.9202114876232
1103.0,2020-03-19,498.00,515.00,482.00,509.00,1.39,"1,92,055.00","9,65,42,560.00",41.61,12.2326363854843
1104.0,2020-03-18,511.00,518.00,491.00,502.00,-1.18,"1,66,700.00","8,33,45,064.00",41.61,12.0644075943283
1105.0,2020-03-17,522.00,522.00,501.00,508.00,-2.68,"1,97,047.00","10,07,01,960.00",41.61,12.2086037010334
1106.0,2020-03-16,518.00,531.00,511.00,522.00,0.77,"2,46,391.00","12,81,64,968.00",41.61,12.5450612833453
1107.0,2020-03-15,545.00,547.00,518.00,518.00,-5.82,"2,15,664.00","11,46,96,264.00",41.61,12.4489305455419
1108.0,2020-03-12,564.00,569.00,545.00,550.00,-3.0,"2,10,135.00","11,63,85,680.00",41.61,13.2179764479692
1109.0,2020-03-11,520.00,569.00,520.00,567.00,7.79,"2,65,635.00","14,66,53,792.00",41.61,13.6265320836337
1110.0,2020-03-10,564.00,564.00,526.00,526.00,-8.52,"1,49,878.00","8,20,55,112.00",41.61,12.6411920211488
1111.0,2020-03-05,588.00,589.00,560.00,575.00,-0.35,"1,68,687.00","9,68,06,016.00",41.61,13.8187935592406
1112.0,2020-03-04,608.00,610.00,577.00,577.00,-5.1,"2,20,724.00","13,01,03,504.00",41.61,13.8668589281423
1113.0,2020-03-03,591.00,621.00,579.00,608.00,0.83,"3,05,633.00","18,36,99,664.00",41.61,14.6118721461187
1114.0,2020-03-02,639.00,639.00,600.00,603.00,-5.63,"2,36,109.00","14,61,52,144.00",41.61,14.4917087238645
1115.0,2020-03-01,670.00,680.00,636.00,639.00,-3.18,"3,34,054.00","21,88,94,992.00",41.61,15.3568853640952
1116.0,2020-02-27,605.00,663.00,587.00,660.00,8.2,"3,30,732.00","20,59,46,512.00",41.61,15.8615717375631
1117.0,2020-02-26,603.00,615.00,595.00,610.00,2.52,"1,66,838.00","10,12,02,808.00",41.61,14.6599375150204
1118.0,2020-02-25,588.00,598.00,575.00,595.00,0.17,"1,53,538.00","9,07,55,856.00",41.61,14.2994472482576
1119.0,2020-02-24,607.00,619.00,590.00,594.00,-0.34,"1,74,260.00","10,44,20,808.00",41.61,14.2754145638068
1120.0,2020-02-23,556.00,602.00,556.00,596.00,7.58,"1,59,238.00","9,28,57,400.00",41.61,14.3234799327085
1121.0,2020-02-20,548.00,554.00,548.00,554.00,1.28,"1,06,954.00","5,88,65,288.00",41.61,13.3141071857727
1122.0,2020-02-19,550.00,553.00,543.00,547.00,-0.18,"1,09,712.00","5,99,66,376.00",41.61,13.1458783946167
1123.0,2020-02-18,544.00,558.00,540.00,548.00,1.67,"1,94,043.00","10,65,15,664.00",41.61,13.1699110790675
1124.0,2020-02-17,513.00,545.00,513.00,539.00,5.48,"1,64,128.00","8,75,33,288.00",41.61,12.9536169190099
1125.0,2020-02-16,503.00,511.00,502.00,511.00,1.59,"78,765.00","3,97,81,844.00",41.61,12.280701754386
1126.0,2020-02-13,507.00,509.00,500.00,503.00,-0.98,"99,381.00","5,01,36,348.00",41.61,12.0884402787791
1127.0,2020-02-12,505.00,510.00,504.00,508.00,0.99,"1,23,088.00","6,24,53,848.00",41.61,12.2086037010334
1128.0,2020-02-11,497.00,505.00,490.00,503.00,3.07,"2,28,218.00","11,38,79,472.00",41.61,12.0884402787791
1129.0,2020-02-10,483.00,489.00,482.00,488.00,1.04,"73,372.00","3,55,73,328.00",41.61,11.7279500120163
1130.0,2020-02-09,481.00,490.00,478.00,483.00,0.42,"71,613.00","3,46,23,532.00",41.61,11.6077865897621
1131.0,2020-02-06,483.00,485.00,479.00,481.00,-0.21,"66,736.00","3,21,38,168.00",41.61,11.5597212208604
1132.0,2020-02-05,500.00,500.00,480.00,482.00,0.21,"45,781.00","2,20,94,590.00",41.61,11.5837539053112
1133.0,2020-02-04,488.00,489.00,481.00,481.00,-1.43,"63,839.00","3,10,11,132.00",41.61,11.5597212208604
1134.0,2020-02-03,495.00,496.00,487.00,488.00,-0.81,"71,812.00","3,51,84,108.00",41.61,11.7279500120163
1135.0,2020-02-02,484.00,493.00,482.00,492.00,2.5,"1,28,887.00","6,29,95,688.00",41.61,11.8240807498198
1136.0,2020-01-30,471.00,483.00,470.00,480.00,2.13,"65,696.00","3,13,60,788.00",41.61,11.5356885364095
1137.0,2020-01-29,478.00,478.00,469.00,470.00,-1.05,"31,065.00","1,46,90,851.00",41.61,11.295361691901
1138.0,2020-01-28,475.00,480.00,474.00,475.00,0.85,"42,456.00","2,02,58,112.00",41.61,11.4155251141553
1139.0,2020-01-27,465.00,474.00,464.00,471.00,0.86,"57,507.00","2,70,49,862.00",41.61,11.3193943763518
1140.0,2020-01-26,472.00,475.00,466.00,467.00,-1.06,"63,904.00","2,99,86,306.00",41.61,11.2232636385484
1141.0,2020-01-23,485.00,485.00,470.00,472.00,-1.26,"55,322.00","2,62,40,792.00",41.61,11.3434270608027
1142.0,2020-01-22,490.00,490.00,477.00,478.00,-0.83,"61,558.00","2,95,77,488.00",41.61,11.4876231675078
1143.0,2020-01-21,488.00,493.00,480.00,482.00,0.63,"1,95,430.00","9,46,12,008.00",41.61,11.5837539053112
1144.0,2020-01-20,484.00,492.00,470.00,479.00,0.42,"1,25,366.00","5,98,48,904.00",41.61,11.5116558519587
1145.0,2020-01-19,484.00,489.00,475.00,477.00,0.42,"1,31,384.00","6,30,23,348.00",41.61,11.463590483057
1146.0,2020-01-16,475.00,484.00,475.00,475.00,0.64,"1,42,355.00","6,83,16,816.00",41.61,11.4155251141553
1147.0,2020-01-15,446.00,474.00,446.00,472.00,6.55,"1,60,108.00","7,40,74,776.00",41.61,11.3434270608027
1148.0,2020-01-14,450.00,450.00,443.00,443.00,-1.56,"64,306.00","2,86,96,608.00",40.78,10.8631682197155
1149.0,2020-01-13,453.00,459.00,445.00,450.00,0.9,"1,23,765.00","5,57,59,616.00",40.78,11.0348209906817
1150.0,2020-01-12,439.00,451.00,438.00,446.00,3.0,"91,556.00","4,07,81,112.00",40.78,10.9367336929868
1151.0,2020-01-09,431.00,437.00,431.00,433.00,-0.23,"33,427.00","1,45,27,988.00",40.78,10.6179499754782
1152.0,2020-01-08,439.00,442.00,432.00,434.00,-0.91,"98,321.00","4,28,09,668.00",40.78,10.6424717999019
1153.0,2020-01-07,442.00,449.00,435.00,438.00,-0.45,"1,46,948.00","6,48,00,632.00",40.78,10.7405590975969
1154.0,2020-01-06,430.00,441.00,428.00,440.00,3.04,"1,94,558.00","8,47,42,032.00",40.78,10.7896027464443
1155.0,2020-01-05,414.00,431.00,413.00,427.00,3.39,"1,02,503.00","4,34,41,128.00",40.78,10.4708190289358
1156.0,2020-01-02,413.00,415.00,411.00,413.00,0.49,"41,445.00","1,71,21,498.00",40.78,10.1275134870034
1157.0,2020-01-01,410.00,413.00,408.00,411.00,0.74,"35,563.00","1,46,01,163.00",40.78,10.078469838156
1158.0,2019-12-31,413.00,414.00,407.00,408.00,0.74,"28,129.00","1,15,03,766.00",40.78,10.0049043648847
1159.0,2019-12-30,407.00,408.00,405.00,405.00,-0.74,"28,616.00","1,16,25,887.00",40.78,9.93133889161354
1160.0,2019-12-29,415.00,415.00,406.00,408.00,-0.97,"18,417.00","75,34,681.00",40.78,10.0049043648847
1161.0,2019-12-26,414.00,414.00,412.00,412.00,-0.24,"35,827.00","1,47,88,174.00",40.78,10.1029916625797
1162.0,2019-12-25,414.00,416.00,413.00,413.00,-0.24,"41,239.00","1,70,96,840.00",40.78,10.1275134870034
1163.0,2019-12-24,415.00,419.00,414.00,414.00,-0.24,"34,008.00","1,41,36,807.00",40.78,10.1520353114272
1164.0,2019-12-23,421.00,421.00,414.00,415.00,0.0,"46,469.00","1,92,83,452.00",40.78,10.1765571358509
